label,x,y,z
6801,9.1417818,-0.04,-0.1009525
6802,9.1916828,-0.04,-0.1009525
6803,9.2415838,-0.04,-0.1009525
6804,9.2914848,-0.04,-0.1009525
6805,9.3413858,-0.04,-0.1009525
6806,9.3912868,-0.04,-0.1009525
6807,9.4411879,-0.04,-0.1009525
6808,9.4910889,-0.04,-0.1009525
6809,9.5409899,-0.04,-0.1009525
6810,9.5908909,-0.04,-0.1009525
6811,9.6407919,-0.04,-0.1009525
6812,9.6906929,-0.04,-0.1009525
6813,9.7405939,-0.04,-0.1009525
6814,9.7904949,-0.04,-0.1009525
6815,9.8403959,-0.04,-0.1009525
6816,9.8902969,-0.04,-0.1009525
6817,9.9401979,-0.04,-0.1009525
6818,9.990099,-0.04,-0.1009525
6819,0.009901,-0.04,-0.0635136
6820,0.059802,-0.04,-0.0635136
6821,0.109703,-0.04,-0.0635136
6822,0.159604,-0.04,-0.0635136
6823,0.2095049,-0.04,-0.0635136
6824,0.2594059,-0.04,-0.0635136
6825,0.3093069,-0.04,-0.0635136
6826,0.3592079,-0.04,-0.0635136
6827,0.4091089,-0.04,-0.0635136
6828,0.4590099,-0.04,-0.0635136
6829,0.5089109,-0.04,-0.0635136
6830,0.5588119,-0.04,-0.0635136
6831,0.6087129,-0.04,-0.0635136
6832,0.6586139,-0.04,-0.0635136
6833,0.7085149,-0.04,-0.0635136
6834,0.7584158,-0.04,-0.0635136
6835,0.8083168,-0.04,-0.0635136
6836,0.8582178,-0.04,-0.0635136
6837,0.9081188,-0.04,-0.0635136
6838,0.9580198,-0.04,-0.0635136
6839,1.0079207,-0.04,-0.0635136
6840,1.0578218,-0.04,-0.0635136
6841,1.1077228,-0.04,-0.0635136
6842,1.1576238,-0.04,-0.0635136
6843,1.2075248,-0.04,-0.0635136
6844,1.2574258,-0.04,-0.0635136
6845,1.3073267,-0.04,-0.0635136
6846,1.3572277,-0.04,-0.0635136
6847,1.4071287,-0.04,-0.0635136
6848,1.4570297,-0.04,-0.0635136
6849,1.5069307,-0.04,-0.0635136
6850,1.5568317,-0.04,-0.0635136
6851,1.6067327,-0.04,-0.0635136
6852,1.6566336,-0.04,-0.0635136
6853,1.7065346,-0.04,-0.0635136
6854,1.7564356,-0.04,-0.0635136
6855,1.8063366,-0.04,-0.0635136
6856,1.8562376,-0.04,-0.0635136
6857,1.9061387,-0.04,-0.0635136
6858,1.9560395,-0.04,-0.0635136
6859,2.0059407,-0.04,-0.0635136
6860,2.0558417,-0.04,-0.0635136
6861,2.1057427,-0.04,-0.0635136
6862,2.1556435,-0.04,-0.0635136
6863,2.2055445,-0.04,-0.0635136
6864,2.2554455,-0.04,-0.0635136
6865,2.3053465,-0.04,-0.0635136
6866,2.3552475,-0.04,-0.0635136
6867,2.4051485,-0.04,-0.0635136
6868,2.4550495,-0.04,-0.0635136
6869,2.5049505,-0.04,-0.0635136
6870,2.5548515,-0.04,-0.0635136
6871,2.6047525,-0.04,-0.0635136
6872,2.6546535,-0.04,-0.0635136
6873,2.7045546,-0.04,-0.0635136
6874,2.7544553,-0.04,-0.0635136
6875,2.8043563,-0.04,-0.0635136
6876,2.8542573,-0.04,-0.0635136
6877,2.9041584,-0.04,-0.0635136
6878,2.9540594,-0.04,-0.0635136
6879,3.0039604,-0.04,-0.0635136
6880,3.0538614,-0.04,-0.0635136
6881,3.1037624,-0.04,-0.0635136
6882,3.1536634,-0.04,-0.0635136
6883,3.2035644,-0.04,-0.0635136
6884,3.2534654,-0.04,-0.0635136
6885,3.3033664,-0.04,-0.0635136
6886,3.3532674,-0.04,-0.0635136
6887,3.4031682,-0.04,-0.0635136
6888,3.4530692,-0.04,-0.0635136
6889,3.5029702,-0.04,-0.0635136
6890,3.5528712,-0.04,-0.0635136
6891,3.6027722,-0.04,-0.0635136
6892,3.6526732,-0.04,-0.0635136
6893,3.7025743,-0.04,-0.0635136
6894,3.7524753,-0.04,-0.0635136
6895,3.8023763,-0.04,-0.0635136
6896,3.8522773,-0.04,-0.0635136
6897,3.9021783,-0.04,-0.0635136
6898,3.9520793,-0.04,-0.0635136
6899,4.0019803,-0.04,-0.0635136
6900,4.0518813,-0.04,-0.0635136
6901,4.1017823,-0.04,-0.0635136
6902,4.1516833,-0.04,-0.0635136
6903,4.2015843,-0.04,-0.0635136
6904,4.2514853,-0.04,-0.0635136
6905,4.3013864,-0.04,-0.0635136
6906,4.3512874,-0.04,-0.0635136
6907,4.4011879,-0.04,-0.0635136
6908,4.4510889,-0.04,-0.0635136
6909,4.5009899,-0.04,-0.0635136
6910,4.5508909,-0.04,-0.0635136
6911,4.6007919,-0.04,-0.0635136
6912,4.6506929,-0.04,-0.0635136
6913,4.7005939,-0.04,-0.0635136
6914,4.750495,-0.04,-0.0635136
6915,4.800396,-0.04,-0.0635136
6916,4.850297,-0.04,-0.0635136
6917,4.900198,-0.04,-0.0635136
6918,4.950099,-0.04,-0.0635136
6919,5.0,-0.04,-0.0635136
6920,5.049901,-0.04,-0.0635136
6921,5.099802,-0.04,-0.0635136
6922,5.149703,-0.04,-0.0635136
6923,5.199604,-0.04,-0.0635136
6924,5.249505,-0.04,-0.0635136
6925,5.2994061,-0.04,-0.0635136
6926,5.3493071,-0.04,-0.0635136
6927,5.3992081,-0.04,-0.0635136
6928,5.4491091,-0.04,-0.0635136
6929,5.4990101,-0.04,-0.0635136
6930,5.5489111,-0.04,-0.0635136
6931,5.5988121,-0.04,-0.0635136
6932,5.6487126,-0.04,-0.0635136
6933,5.6986136,-0.04,-0.0635136
6934,5.7485147,-0.04,-0.0635136
6935,5.7984157,-0.04,-0.0635136
6936,5.8483167,-0.04,-0.0635136
6937,5.8982177,-0.04,-0.0635136
6938,5.9481187,-0.04,-0.0635136
6939,5.9980197,-0.04,-0.0635136
6940,6.0479207,-0.04,-0.0635136
6941,6.0978217,-0.04,-0.0635136
6942,6.1477227,-0.04,-0.0635136
6943,6.1976237,-0.04,-0.0635136
6944,6.2475247,-0.04,-0.0635136
6945,6.2974257,-0.04,-0.0635136
6946,6.3473268,-0.04,-0.0635136
6947,6.3972278,-0.04,-0.0635136
6948,6.4471288,-0.04,-0.0635136
6949,6.4970298,-0.04,-0.0635136
6950,6.5469308,-0.04,-0.0635136
6951,6.5968318,-0.04,-0.0635136
6952,6.6467328,-0.04,-0.0635136
6953,6.6966338,-0.04,-0.0635136
6954,6.7465348,-0.04,-0.0635136
6955,6.7964358,-0.04,-0.0635136
6956,6.8463368,-0.04,-0.0635136
6957,6.8962379,-0.04,-0.0635136
6958,6.9461384,-0.04,-0.0635136
6959,6.9960394,-0.04,-0.0635136
6960,7.0459404,-0.04,-0.0635136
6961,7.0958414,-0.04,-0.0635136
6962,7.1457424,-0.04,-0.0635136
6963,7.1956434,-0.04,-0.0635136
6964,7.2455444,-0.04,-0.0635136
6965,7.2954454,-0.04,-0.0635136
6966,7.3453465,-0.04,-0.0635136
6967,7.3952475,-0.04,-0.0635136
6968,7.4451485,-0.04,-0.0635136
6969,7.4950495,-0.04,-0.0635136
6970,7.5449505,-0.04,-0.0635136
6971,7.5948515,-0.04,-0.0635136
6972,7.6447525,-0.04,-0.0635136
6973,7.6946535,-0.04,-0.0635136
6974,7.7445545,-0.04,-0.0635136
6975,7.7944555,-0.04,-0.0635136
6976,7.8443565,-0.04,-0.0635136
6977,7.8942575,-0.04,-0.0635136
6978,7.9441586,-0.04,-0.0635136
6979,7.9940596,-0.04,-0.0635136
6980,8.0439606,-0.04,-0.0635136
6981,8.0938616,-0.04,-0.0635136
6982,8.1437626,-0.04,-0.0635136
6983,8.1936636,-0.04,-0.0635136
6984,8.2435646,-0.04,-0.0635136
6985,8.2934656,-0.04,-0.0635136
6986,8.3433666,-0.04,-0.0635136
6987,8.3932676,-0.04,-0.0635136
6988,8.4431686,-0.04,-0.0635136
6989,8.4930696,-0.04,-0.0635136
6990,8.5429707,-0.04,-0.0635136
6991,8.5928717,-0.04,-0.0635136
6992,8.6427727,-0.04,-0.0635136
6993,8.6926737,-0.04,-0.0635136
6994,8.7425747,-0.04,-0.0635136
6995,8.7924757,-0.04,-0.0635136
6996,8.8423767,-0.04,-0.0635136
6997,8.8922768,-0.04,-0.0635136
6998,8.9421778,-0.04,-0.0635136
6999,8.9920788,-0.04,-0.0635136
7000,9.0419798,-0.04,-0.0635136
7001,9.0918808,-0.04,-0.0635136
7002,9.1417818,-0.04,-0.0635136
7003,9.1916828,-0.04,-0.0635136
7004,9.2415838,-0.04,-0.0635136
7005,9.2914848,-0.04,-0.0635136
7006,9.3413858,-0.04,-0.0635136
7007,9.3912868,-0.04,-0.0635136
7008,9.4411879,-0.04,-0.0635136
7009,9.4910889,-0.04,-0.0635136
7010,9.5409899,-0.04,-0.0635136
7011,9.5908909,-0.04,-0.0635136
7012,9.6407919,-0.04,-0.0635136
7013,9.6906929,-0.04,-0.0635136
7014,9.7405939,-0.04,-0.0635136
7015,9.7904949,-0.04,-0.0635136
7016,9.8403959,-0.04,-0.0635136
7017,9.8902969,-0.04,-0.0635136
7018,9.9401979,-0.04,-0.0635136
7019,9.990099,-0.04,-0.0635136
7020,0.009901,-0.04,-0.03
7021,0.059802,-0.04,-0.03
7022,0.109703,-0.04,-0.03
7023,0.159604,-0.04,-0.03
7024,0.2095049,-0.04,-0.03
7025,0.2594059,-0.04,-0.03
7026,0.3093069,-0.04,-0.03
7027,0.3592079,-0.04,-0.03
7028,0.4091089,-0.04,-0.03
7029,0.4590099,-0.04,-0.03
7030,0.5089109,-0.04,-0.03
7031,0.5588119,-0.04,-0.03
7032,0.6087129,-0.04,-0.03
7033,0.6586139,-0.04,-0.03
7034,0.7085149,-0.04,-0.03
7035,0.7584158,-0.04,-0.03
7036,0.8083168,-0.04,-0.03
7037,0.8582178,-0.04,-0.03
7038,0.9081188,-0.04,-0.03
7039,0.9580198,-0.04,-0.03
7040,1.0079207,-0.04,-0.03
7041,1.0578218,-0.04,-0.03
7042,1.1077228,-0.04,-0.03
7043,1.1576238,-0.04,-0.03
7044,1.2075248,-0.04,-0.03
7045,1.2574258,-0.04,-0.03
7046,1.3073267,-0.04,-0.03
7047,1.3572277,-0.04,-0.03
7048,1.4071287,-0.04,-0.03
7049,1.4570297,-0.04,-0.03
7050,1.5069307,-0.04,-0.03
7051,1.5568317,-0.04,-0.03
7052,1.6067327,-0.04,-0.03
7053,1.6566336,-0.04,-0.03
7054,1.7065346,-0.04,-0.03
7055,1.7564356,-0.04,-0.03
7056,1.8063366,-0.04,-0.03
7057,1.8562376,-0.04,-0.03
7058,1.9061387,-0.04,-0.03
7059,1.9560395,-0.04,-0.03
7060,2.0059407,-0.04,-0.03
7061,2.0558417,-0.04,-0.03
7062,2.1057427,-0.04,-0.03
7063,2.1556435,-0.04,-0.03
7064,2.2055445,-0.04,-0.03
7065,2.2554455,-0.04,-0.03
7066,2.3053465,-0.04,-0.03
7067,2.3552475,-0.04,-0.03
7068,2.4051485,-0.04,-0.03
7069,2.4550495,-0.04,-0.03
7070,2.5049505,-0.04,-0.03
7071,2.5548515,-0.04,-0.03
7072,2.6047525,-0.04,-0.03
7073,2.6546535,-0.04,-0.03
7074,2.7045546,-0.04,-0.03
7075,2.7544553,-0.04,-0.03
7076,2.8043563,-0.04,-0.03
7077,2.8542573,-0.04,-0.03
7078,2.9041584,-0.04,-0.03
7079,2.9540594,-0.04,-0.03
7080,3.0039604,-0.04,-0.03
7081,3.0538614,-0.04,-0.03
7082,3.1037624,-0.04,-0.03
7083,3.1536634,-0.04,-0.03
7084,3.2035644,-0.04,-0.03
7085,3.2534654,-0.04,-0.03
7086,3.3033664,-0.04,-0.03
7087,3.3532674,-0.04,-0.03
7088,3.4031682,-0.04,-0.03
7089,3.4530692,-0.04,-0.03
7090,3.5029702,-0.04,-0.03
7091,3.5528712,-0.04,-0.03
7092,3.6027722,-0.04,-0.03
7093,3.6526732,-0.04,-0.03
7094,3.7025743,-0.04,-0.03
7095,3.7524753,-0.04,-0.03
7096,3.8023763,-0.04,-0.03
7097,3.8522773,-0.04,-0.03
7098,3.9021783,-0.04,-0.03
7099,3.9520793,-0.04,-0.03
7100,4.0019803,-0.04,-0.03
7101,4.0518813,-0.04,-0.03
7102,4.1017823,-0.04,-0.03
7103,4.1516833,-0.04,-0.03
7104,4.2015843,-0.04,-0.03
7105,4.2514853,-0.04,-0.03
7106,4.3013864,-0.04,-0.03
7107,4.3512874,-0.04,-0.03
7108,4.4011879,-0.04,-0.03
7109,4.4510889,-0.04,-0.03
7110,4.5009899,-0.04,-0.03
7111,4.5508909,-0.04,-0.03
7112,4.6007919,-0.04,-0.03
7113,4.6506929,-0.04,-0.03
7114,4.7005939,-0.04,-0.03
7115,4.750495,-0.04,-0.03
7116,4.800396,-0.04,-0.03
7117,4.850297,-0.04,-0.03
7118,4.900198,-0.04,-0.03
7119,4.950099,-0.04,-0.03
7120,5.0,-0.04,-0.03
7121,5.049901,-0.04,-0.03
7122,5.099802,-0.04,-0.03
7123,5.149703,-0.04,-0.03
7124,5.199604,-0.04,-0.03
7125,5.249505,-0.04,-0.03
7126,5.2994061,-0.04,-0.03
7127,5.3493071,-0.04,-0.03
7128,5.3992081,-0.04,-0.03
7129,5.4491091,-0.04,-0.03
7130,5.4990101,-0.04,-0.03
7131,5.5489111,-0.04,-0.03
7132,5.5988121,-0.04,-0.03
7133,5.6487126,-0.04,-0.03
7134,5.6986136,-0.04,-0.03
7135,5.7485147,-0.04,-0.03
7136,5.7984157,-0.04,-0.03
7137,5.8483167,-0.04,-0.03
7138,5.8982177,-0.04,-0.03
7139,5.9481187,-0.04,-0.03
7140,5.9980197,-0.04,-0.03
7141,6.0479207,-0.04,-0.03
7142,6.0978217,-0.04,-0.03
7143,6.1477227,-0.04,-0.03
7144,6.1976237,-0.04,-0.03
7145,6.2475247,-0.04,-0.03
7146,6.2974257,-0.04,-0.03
7147,6.3473268,-0.04,-0.03
7148,6.3972278,-0.04,-0.03
7149,6.4471288,-0.04,-0.03
7150,6.4970298,-0.04,-0.03
7151,6.5469308,-0.04,-0.03
7152,6.5968318,-0.04,-0.03
7153,6.6467328,-0.04,-0.03
7154,6.6966338,-0.04,-0.03
7155,6.7465348,-0.04,-0.03
7156,6.7964358,-0.04,-0.03
7157,6.8463368,-0.04,-0.03
7158,6.8962379,-0.04,-0.03
7159,6.9461384,-0.04,-0.03
7160,6.9960394,-0.04,-0.03
7161,7.0459404,-0.04,-0.03
7162,7.0958414,-0.04,-0.03
7163,7.1457424,-0.04,-0.03
7164,7.1956434,-0.04,-0.03
7165,7.2455444,-0.04,-0.03
7166,7.2954454,-0.04,-0.03
7167,7.3453465,-0.04,-0.03
7168,7.3952475,-0.04,-0.03
7169,7.4451485,-0.04,-0.03
7170,7.4950495,-0.04,-0.03
7171,7.5449505,-0.04,-0.03
7172,7.5948515,-0.04,-0.03
7173,7.6447525,-0.04,-0.03
7174,7.6946535,-0.04,-0.03
7175,7.7445545,-0.04,-0.03
7176,7.7944555,-0.04,-0.03
7177,7.8443565,-0.04,-0.03
7178,7.8942575,-0.04,-0.03
7179,7.9441586,-0.04,-0.03
7180,7.9940596,-0.04,-0.03
7181,8.0439606,-0.04,-0.03
7182,8.0938616,-0.04,-0.03
7183,8.1437626,-0.04,-0.03
7184,8.1936636,-0.04,-0.03
7185,8.2435646,-0.04,-0.03
7186,8.2934656,-0.04,-0.03
7187,8.3433666,-0.04,-0.03
7188,8.3932676,-0.04,-0.03
7189,8.4431686,-0.04,-0.03
7190,8.4930696,-0.04,-0.03
7191,8.5429707,-0.04,-0.03
7192,8.5928717,-0.04,-0.03
7193,8.6427727,-0.04,-0.03
7194,8.6926737,-0.04,-0.03
7195,8.7425747,-0.04,-0.03
7196,8.7924757,-0.04,-0.03
7197,8.8423767,-0.04,-0.03
7198,8.8922768,-0.04,-0.03
7199,8.9421778,-0.04,-0.03
7200,8.9920788,-0.04,-0.03
7201,9.0419798,-0.04,-0.03
7202,9.0918808,-0.04,-0.03
7203,9.1417818,-0.04,-0.03
7204,9.1916828,-0.04,-0.03
7205,9.2415838,-0.04,-0.03
7206,9.2914848,-0.04,-0.03
7207,9.3413858,-0.04,-0.03
7208,9.3912868,-0.04,-0.03
7209,9.4411879,-0.04,-0.03
7210,9.4910889,-0.04,-0.03
7211,9.5409899,-0.04,-0.03
7212,9.5908909,-0.04,-0.03
7213,9.6407919,-0.04,-0.03
7214,9.6906929,-0.04,-0.03
7215,9.7405939,-0.04,-0.03
7216,9.7904949,-0.04,-0.03
7217,9.8403959,-0.04,-0.03
7218,9.8902969,-0.04,-0.03
7219,9.9401979,-0.04,-0.03
7220,9.990099,-0.04,-0.03
7221,0.009901,0.0,-0.2416926
7222,0.059802,0.0,-0.2416926
7223,0.109703,0.0,-0.2416926
7224,0.159604,0.0,-0.2416926
7225,0.2095049,0.0,-0.2416926
7226,0.2594059,0.0,-0.2416926
7227,0.3093069,0.0,-0.2416926
7228,0.3592079,0.0,-0.2416926
7229,0.4091089,0.0,-0.2416926
7230,0.4590099,0.0,-0.2416926
7231,0.5089109,0.0,-0.2416926
7232,0.5588119,0.0,-0.2416926
7233,0.6087129,0.0,-0.2416926
7234,0.6586139,0.0,-0.2416926
7235,0.7085149,0.0,-0.2416926
7236,0.7584158,0.0,-0.2416926
7237,0.8083168,0.0,-0.2416926
7238,0.8582178,0.0,-0.2416926
7239,0.9081188,0.0,-0.2416926
7240,0.9580198,0.0,-0.2416926
7241,1.0079207,0.0,-0.2416926
7242,1.0578218,0.0,-0.2416926
7243,1.1077228,0.0,-0.2416926
7244,1.1576238,0.0,-0.2416926
7245,1.2075248,0.0,-0.2416926
7246,1.2574258,0.0,-0.2416926
7247,1.3073267,0.0,-0.2416926
7248,1.3572277,0.0,-0.2416926
7249,1.4071287,0.0,-0.2416926
7250,1.4570297,0.0,-0.2416926
7251,1.5069307,0.0,-0.2416926
7252,1.5568317,0.0,-0.2416926
7253,1.6067327,0.0,-0.2416926
7254,1.6566336,0.0,-0.2416926
7255,1.7065346,0.0,-0.2416926
7256,1.7564356,0.0,-0.2416926
7257,1.8063366,0.0,-0.2416926
7258,1.8562376,0.0,-0.2416926
7259,1.9061387,0.0,-0.2416926
7260,1.9560395,0.0,-0.2416926
7261,2.0059407,0.0,-0.2416926
7262,2.0558417,0.0,-0.2416926
7263,2.1057427,0.0,-0.2416926
7264,2.1556435,0.0,-0.2416926
7265,2.2055445,0.0,-0.2416926
7266,2.2554455,0.0,-0.2416926
7267,2.3053465,0.0,-0.2416926
7268,2.3552475,0.0,-0.2416926
7269,2.4051485,0.0,-0.2416926
7270,2.4550495,0.0,-0.2416926
7271,2.5049505,0.0,-0.2416926
7272,2.5548515,0.0,-0.2416926
7273,2.6047525,0.0,-0.2416926
7274,2.6546535,0.0,-0.2416926
7275,2.7045546,0.0,-0.2416926
7276,2.7544553,0.0,-0.2416926
7277,2.8043563,0.0,-0.2416926
7278,2.8542573,0.0,-0.2416926
7279,2.9041584,0.0,-0.2416926
7280,2.9540594,0.0,-0.2416926
7281,3.0039604,0.0,-0.2416926
7282,3.0538614,0.0,-0.2416926
7283,3.1037624,0.0,-0.2416926
7284,3.1536634,0.0,-0.2416926
7285,3.2035644,0.0,-0.2416926
7286,3.2534654,0.0,-0.2416926
7287,3.3033664,0.0,-0.2416926
7288,3.3532674,0.0,-0.2416926
7289,3.4031682,0.0,-0.2416926
7290,3.4530692,0.0,-0.2416926
7291,3.5029702,0.0,-0.2416926
7292,3.5528712,0.0,-0.2416926
7293,3.6027722,0.0,-0.2416926
7294,3.6526732,0.0,-0.2416926
7295,3.7025743,0.0,-0.2416926
7296,3.7524753,0.0,-0.2416926
7297,3.8023763,0.0,-0.2416926
7298,3.8522773,0.0,-0.2416926
7299,3.9021783,0.0,-0.2416926
7300,3.9520793,0.0,-0.2416926
7301,4.0019803,0.0,-0.2416926
7302,4.0518813,0.0,-0.2416926
7303,4.1017823,0.0,-0.2416926
7304,4.1516833,0.0,-0.2416926
7305,4.2015843,0.0,-0.2416926
7306,4.2514853,0.0,-0.2416926
7307,4.3013864,0.0,-0.2416926
7308,4.3512874,0.0,-0.2416926
7309,4.4011879,0.0,-0.2416926
7310,4.4510889,0.0,-0.2416926
7311,4.5009899,0.0,-0.2416926
7312,4.5508909,0.0,-0.2416926
7313,4.6007919,0.0,-0.2416926
7314,4.6506929,0.0,-0.2416926
7315,4.7005939,0.0,-0.2416926
7316,4.750495,0.0,-0.2416926
7317,4.800396,0.0,-0.2416926
7318,4.850297,0.0,-0.2416926
7319,4.900198,0.0,-0.2416926
7320,4.950099,0.0,-0.2416926
7321,5.0,0.0,-0.2416926
7322,5.049901,0.0,-0.2416926
7323,5.099802,0.0,-0.2416926
7324,5.149703,0.0,-0.2416926
7325,5.199604,0.0,-0.2416926
7326,5.249505,0.0,-0.2416926
7327,5.2994061,0.0,-0.2416926
7328,5.3493071,0.0,-0.2416926
7329,5.3992081,0.0,-0.2416926
7330,5.4491091,0.0,-0.2416926
7331,5.4990101,0.0,-0.2416926
7332,5.5489111,0.0,-0.2416926
7333,5.5988121,0.0,-0.2416926
7334,5.6487126,0.0,-0.2416926
7335,5.6986136,0.0,-0.2416926
7336,5.7485147,0.0,-0.2416926
7337,5.7984157,0.0,-0.2416926
7338,5.8483167,0.0,-0.2416926
7339,5.8982177,0.0,-0.2416926
7340,5.9481187,0.0,-0.2416926
7341,5.9980197,0.0,-0.2416926
7342,6.0479207,0.0,-0.2416926
7343,6.0978217,0.0,-0.2416926
7344,6.1477227,0.0,-0.2416926
7345,6.1976237,0.0,-0.2416926
7346,6.2475247,0.0,-0.2416926
7347,6.2974257,0.0,-0.2416926
7348,6.3473268,0.0,-0.2416926
7349,6.3972278,0.0,-0.2416926
7350,6.4471288,0.0,-0.2416926
7351,6.4970298,0.0,-0.2416926
7352,6.5469308,0.0,-0.2416926
7353,6.5968318,0.0,-0.2416926
7354,6.6467328,0.0,-0.2416926
7355,6.6966338,0.0,-0.2416926
7356,6.7465348,0.0,-0.2416926
7357,6.7964358,0.0,-0.2416926
7358,6.8463368,0.0,-0.2416926
7359,6.8962379,0.0,-0.2416926
7360,6.9461384,0.0,-0.2416926
7361,6.9960394,0.0,-0.2416926
7362,7.0459404,0.0,-0.2416926
7363,7.0958414,0.0,-0.2416926
7364,7.1457424,0.0,-0.2416926
7365,7.1956434,0.0,-0.2416926
7366,7.2455444,0.0,-0.2416926
7367,7.2954454,0.0,-0.2416926
7368,7.3453465,0.0,-0.2416926
7369,7.3952475,0.0,-0.2416926
7370,7.4451485,0.0,-0.2416926
7371,7.4950495,0.0,-0.2416926
7372,7.5449505,0.0,-0.2416926
7373,7.5948515,0.0,-0.2416926
7374,7.6447525,0.0,-0.2416926
7375,7.6946535,0.0,-0.2416926
7376,7.7445545,0.0,-0.2416926
7377,7.7944555,0.0,-0.2416926
7378,7.8443565,0.0,-0.2416926
7379,7.8942575,0.0,-0.2416926
7380,7.9441586,0.0,-0.2416926
7381,7.9940596,0.0,-0.2416926
7382,8.0439606,0.0,-0.2416926
7383,8.0938616,0.0,-0.2416926
7384,8.1437626,0.0,-0.2416926
7385,8.1936636,0.0,-0.2416926
7386,8.2435646,0.0,-0.2416926
7387,8.2934656,0.0,-0.2416926
7388,8.3433666,0.0,-0.2416926
7389,8.3932676,0.0,-0.2416926
7390,8.4431686,0.0,-0.2416926
7391,8.4930696,0.0,-0.2416926
7392,8.5429707,0.0,-0.2416926
7393,8.5928717,0.0,-0.2416926
7394,8.6427727,0.0,-0.2416926
7395,8.6926737,0.0,-0.2416926
7396,8.7425747,0.0,-0.2416926
7397,8.7924757,0.0,-0.2416926
7398,8.8423767,0.0,-0.2416926
7399,8.8922768,0.0,-0.2416926
7400,8.9421778,0.0,-0.2416926
7401,8.9920788,0.0,-0.2416926
7402,9.0419798,0.0,-0.2416926
7403,9.0918808,0.0,-0.2416926
7404,9.1417818,0.0,-0.2416926
7405,9.1916828,0.0,-0.2416926
7406,9.2415838,0.0,-0.2416926
7407,9.2914848,0.0,-0.2416926
7408,9.3413858,0.0,-0.2416926
7409,9.3912868,0.0,-0.2416926
7410,9.4411879,0.0,-0.2416926
7411,9.4910889,0.0,-0.2416926
7412,9.5409899,0.0,-0.2416926
7413,9.5908909,0.0,-0.2416926
7414,9.6407919,0.0,-0.2416926
7415,9.6906929,0.0,-0.2416926
7416,9.7405939,0.0,-0.2416926
7417,9.7904949,0.0,-0.2416926
7418,9.8403959,0.0,-0.2416926
7419,9.8902969,0.0,-0.2416926
7420,9.9401979,0.0,-0.2416926
7421,9.990099,0.0,-0.2416926
7422,0.009901,0.0,-0.1894983
7423,0.059802,0.0,-0.1894983
7424,0.109703,0.0,-0.1894983
7425,0.159604,0.0,-0.1894983
7426,0.2095049,0.0,-0.1894983
7427,0.2594059,0.0,-0.1894983
7428,0.3093069,0.0,-0.1894983
7429,0.3592079,0.0,-0.1894983
7430,0.4091089,0.0,-0.1894983
7431,0.4590099,0.0,-0.1894983
7432,0.5089109,0.0,-0.1894983
7433,0.5588119,0.0,-0.1894983
7434,0.6087129,0.0,-0.1894983
7435,0.6586139,0.0,-0.1894983
7436,0.7085149,0.0,-0.1894983
7437,0.7584158,0.0,-0.1894983
7438,0.8083168,0.0,-0.1894983
7439,0.8582178,0.0,-0.1894983
7440,0.9081188,0.0,-0.1894983
7441,0.9580198,0.0,-0.1894983
7442,1.0079207,0.0,-0.1894983
7443,1.0578218,0.0,-0.1894983
7444,1.1077228,0.0,-0.1894983
7445,1.1576238,0.0,-0.1894983
7446,1.2075248,0.0,-0.1894983
7447,1.2574258,0.0,-0.1894983
7448,1.3073267,0.0,-0.1894983
7449,1.3572277,0.0,-0.1894983
7450,1.4071287,0.0,-0.1894983
7451,1.4570297,0.0,-0.1894983
7452,1.5069307,0.0,-0.1894983
7453,1.5568317,0.0,-0.1894983
7454,1.6067327,0.0,-0.1894983
7455,1.6566336,0.0,-0.1894983
7456,1.7065346,0.0,-0.1894983
7457,1.7564356,0.0,-0.1894983
7458,1.8063366,0.0,-0.1894983
7459,1.8562376,0.0,-0.1894983
7460,1.9061387,0.0,-0.1894983
7461,1.9560395,0.0,-0.1894983
7462,2.0059407,0.0,-0.1894983
7463,2.0558417,0.0,-0.1894983
7464,2.1057427,0.0,-0.1894983
7465,2.1556435,0.0,-0.1894983
7466,2.2055445,0.0,-0.1894983
7467,2.2554455,0.0,-0.1894983
7468,2.3053465,0.0,-0.1894983
7469,2.3552475,0.0,-0.1894983
7470,2.4051485,0.0,-0.1894983
7471,2.4550495,0.0,-0.1894983
7472,2.5049505,0.0,-0.1894983
7473,2.5548515,0.0,-0.1894983
7474,2.6047525,0.0,-0.1894983
7475,2.6546535,0.0,-0.1894983
7476,2.7045546,0.0,-0.1894983
7477,2.7544553,0.0,-0.1894983
7478,2.8043563,0.0,-0.1894983
7479,2.8542573,0.0,-0.1894983
7480,2.9041584,0.0,-0.1894983
7481,2.9540594,0.0,-0.1894983
7482,3.0039604,0.0,-0.1894983
7483,3.0538614,0.0,-0.1894983
7484,3.1037624,0.0,-0.1894983
7485,3.1536634,0.0,-0.1894983
7486,3.2035644,0.0,-0.1894983
7487,3.2534654,0.0,-0.1894983
7488,3.3033664,0.0,-0.1894983
7489,3.3532674,0.0,-0.1894983
7490,3.4031682,0.0,-0.1894983
7491,3.4530692,0.0,-0.1894983
7492,3.5029702,0.0,-0.1894983
7493,3.5528712,0.0,-0.1894983
7494,3.6027722,0.0,-0.1894983
7495,3.6526732,0.0,-0.1894983
7496,3.7025743,0.0,-0.1894983
7497,3.7524753,0.0,-0.1894983
7498,3.8023763,0.0,-0.1894983
7499,3.8522773,0.0,-0.1894983
7500,3.9021783,0.0,-0.1894983
7501,3.9520793,0.0,-0.1894983
