label,x,y,z
22849,6.7465348,-0.02,-0.1894983
22850,6.7964358,-0.02,-0.1894983
22851,6.8463368,-0.02,-0.1894983
22852,6.8962379,-0.02,-0.1894983
22853,6.9461384,-0.02,-0.1894983
22854,6.9960394,-0.02,-0.1894983
22855,7.0459404,-0.02,-0.1894983
22856,7.0958414,-0.02,-0.1894983
22857,7.1457424,-0.02,-0.1894983
22858,7.1956434,-0.02,-0.1894983
22859,7.2455444,-0.02,-0.1894983
22860,7.2954454,-0.02,-0.1894983
22861,7.3453465,-0.02,-0.1894983
22862,7.3952475,-0.02,-0.1894983
22863,7.4451485,-0.02,-0.1894983
22864,7.4950495,-0.02,-0.1894983
22865,7.5449505,-0.02,-0.1894983
22866,7.5948515,-0.02,-0.1894983
22867,7.6447525,-0.02,-0.1894983
22868,7.6946535,-0.02,-0.1894983
22869,7.7445545,-0.02,-0.1894983
22870,7.7944555,-0.02,-0.1894983
22871,7.8443565,-0.02,-0.1894983
22872,7.8942575,-0.02,-0.1894983
22873,7.9441586,-0.02,-0.1894983
22874,7.9940596,-0.02,-0.1894983
22875,8.0439606,-0.02,-0.1894983
22876,8.0938616,-0.02,-0.1894983
22877,8.1437626,-0.02,-0.1894983
22878,8.1936636,-0.02,-0.1894983
22879,8.2435646,-0.02,-0.1894983
22880,8.2934656,-0.02,-0.1894983
22881,8.3433666,-0.02,-0.1894983
22882,8.3932676,-0.02,-0.1894983
22883,8.4431686,-0.02,-0.1894983
22884,8.4930696,-0.02,-0.1894983
22885,8.5429707,-0.02,-0.1894983
22886,8.5928717,-0.02,-0.1894983
22887,8.6427727,-0.02,-0.1894983
22888,8.6926737,-0.02,-0.1894983
22889,8.7425747,-0.02,-0.1894983
22890,8.7924757,-0.02,-0.1894983
22891,8.8423767,-0.02,-0.1894983
22892,8.8922768,-0.02,-0.1894983
22893,8.9421778,-0.02,-0.1894983
22894,8.9920788,-0.02,-0.1894983
22895,9.0419798,-0.02,-0.1894983
22896,9.0918808,-0.02,-0.1894983
22897,9.1417818,-0.02,-0.1894983
22898,9.1916828,-0.02,-0.1894983
22899,9.2415838,-0.02,-0.1894983
22900,9.2914848,-0.02,-0.1894983
22901,9.3413858,-0.02,-0.1894983
22902,9.3912868,-0.02,-0.1894983
22903,9.4411879,-0.02,-0.1894983
22904,9.4910889,-0.02,-0.1894983
22905,9.5409899,-0.02,-0.1894983
22906,9.5908909,-0.02,-0.1894983
22907,9.6407919,-0.02,-0.1894983
22908,9.6906929,-0.02,-0.1894983
22909,9.7405939,-0.02,-0.1894983
22910,9.7904949,-0.02,-0.1894983
22911,9.8403959,-0.02,-0.1894983
22912,9.8902969,-0.02,-0.1894983
22913,9.9401979,-0.02,-0.1894983
22914,9.990099,-0.02,-0.1894983
22915,0.009901,-0.02,-0.1427761
22916,0.059802,-0.02,-0.1427761
22917,0.109703,-0.02,-0.1427761
22918,0.159604,-0.02,-0.1427761
22919,0.2095049,-0.02,-0.1427761
22920,0.2594059,-0.02,-0.1427761
22921,0.3093069,-0.02,-0.1427761
22922,0.3592079,-0.02,-0.1427761
22923,0.4091089,-0.02,-0.1427761
22924,0.4590099,-0.02,-0.1427761
22925,0.5089109,-0.02,-0.1427761
22926,0.5588119,-0.02,-0.1427761
22927,0.6087129,-0.02,-0.1427761
22928,0.6586139,-0.02,-0.1427761
22929,0.7085149,-0.02,-0.1427761
22930,0.7584158,-0.02,-0.1427761
22931,0.8083168,-0.02,-0.1427761
22932,0.8582178,-0.02,-0.1427761
22933,0.9081188,-0.02,-0.1427761
22934,0.9580198,-0.02,-0.1427761
22935,1.0079207,-0.02,-0.1427761
22936,1.0578218,-0.02,-0.1427761
22937,1.1077228,-0.02,-0.1427761
22938,1.1576238,-0.02,-0.1427761
22939,1.2075248,-0.02,-0.1427761
22940,1.2574258,-0.02,-0.1427761
22941,1.3073267,-0.02,-0.1427761
22942,1.3572277,-0.02,-0.1427761
22943,1.4071287,-0.02,-0.1427761
22944,1.4570297,-0.02,-0.1427761
22945,1.5069307,-0.02,-0.1427761
22946,1.5568317,-0.02,-0.1427761
22947,1.6067327,-0.02,-0.1427761
22948,1.6566336,-0.02,-0.1427761
22949,1.7065346,-0.02,-0.1427761
22950,1.7564356,-0.02,-0.1427761
22951,1.8063366,-0.02,-0.1427761
22952,1.8562376,-0.02,-0.1427761
22953,1.9061387,-0.02,-0.1427761
22954,1.9560395,-0.02,-0.1427761
22955,2.0059407,-0.02,-0.1427761
22956,2.0558417,-0.02,-0.1427761
22957,2.1057427,-0.02,-0.1427761
22958,2.1556435,-0.02,-0.1427761
22959,2.2055445,-0.02,-0.1427761
22960,2.2554455,-0.02,-0.1427761
22961,2.3053465,-0.02,-0.1427761
22962,2.3552475,-0.02,-0.1427761
22963,2.4051485,-0.02,-0.1427761
22964,2.4550495,-0.02,-0.1427761
22965,2.5049505,-0.02,-0.1427761
22966,2.5548515,-0.02,-0.1427761
22967,2.6047525,-0.02,-0.1427761
22968,2.6546535,-0.02,-0.1427761
22969,2.7045546,-0.02,-0.1427761
22970,2.7544553,-0.02,-0.1427761
22971,2.8043563,-0.02,-0.1427761
22972,2.8542573,-0.02,-0.1427761
22973,2.9041584,-0.02,-0.1427761
22974,2.9540594,-0.02,-0.1427761
22975,3.0039604,-0.02,-0.1427761
22976,3.0538614,-0.02,-0.1427761
22977,3.1037624,-0.02,-0.1427761
22978,3.1536634,-0.02,-0.1427761
22979,3.2035644,-0.02,-0.1427761
22980,3.2534654,-0.02,-0.1427761
22981,3.3033664,-0.02,-0.1427761
22982,3.3532674,-0.02,-0.1427761
22983,3.4031682,-0.02,-0.1427761
22984,3.4530692,-0.02,-0.1427761
22985,3.5029702,-0.02,-0.1427761
22986,3.5528712,-0.02,-0.1427761
22987,3.6027722,-0.02,-0.1427761
22988,3.6526732,-0.02,-0.1427761
22989,3.7025743,-0.02,-0.1427761
22990,3.7524753,-0.02,-0.1427761
22991,3.8023763,-0.02,-0.1427761
22992,3.8522773,-0.02,-0.1427761
22993,3.9021783,-0.02,-0.1427761
22994,3.9520793,-0.02,-0.1427761
22995,4.0019803,-0.02,-0.1427761
22996,4.0518813,-0.02,-0.1427761
22997,4.1017823,-0.02,-0.1427761
22998,4.1516833,-0.02,-0.1427761
22999,4.2015843,-0.02,-0.1427761
23000,4.2514853,-0.02,-0.1427761
23001,4.3013864,-0.02,-0.1427761
23002,4.3512874,-0.02,-0.1427761
23003,4.4011879,-0.02,-0.1427761
23004,4.4510889,-0.02,-0.1427761
23005,4.5009899,-0.02,-0.1427761
23006,4.5508909,-0.02,-0.1427761
23007,4.6007919,-0.02,-0.1427761
23008,4.6506929,-0.02,-0.1427761
23009,4.7005939,-0.02,-0.1427761
23010,4.750495,-0.02,-0.1427761
23011,4.800396,-0.02,-0.1427761
23012,4.850297,-0.02,-0.1427761
23013,4.900198,-0.02,-0.1427761
23014,4.950099,-0.02,-0.1427761
23015,5.0,-0.02,-0.1427761
23016,5.049901,-0.02,-0.1427761
23017,5.099802,-0.02,-0.1427761
23018,5.149703,-0.02,-0.1427761
23019,5.199604,-0.02,-0.1427761
23020,5.249505,-0.02,-0.1427761
23021,5.2994061,-0.02,-0.1427761
23022,5.3493071,-0.02,-0.1427761
23023,5.3992081,-0.02,-0.1427761
23024,5.4491091,-0.02,-0.1427761
23025,5.4990101,-0.02,-0.1427761
23026,5.5489111,-0.02,-0.1427761
23027,5.5988121,-0.02,-0.1427761
23028,5.6487126,-0.02,-0.1427761
23029,5.6986136,-0.02,-0.1427761
23030,5.7485147,-0.02,-0.1427761
23031,5.7984157,-0.02,-0.1427761
23032,5.8483167,-0.02,-0.1427761
23033,5.8982177,-0.02,-0.1427761
23034,5.9481187,-0.02,-0.1427761
23035,5.9980197,-0.02,-0.1427761
23036,6.0479207,-0.02,-0.1427761
23037,6.0978217,-0.02,-0.1427761
23038,6.1477227,-0.02,-0.1427761
23039,6.1976237,-0.02,-0.1427761
23040,6.2475247,-0.02,-0.1427761
23041,6.2974257,-0.02,-0.1427761
23042,6.3473268,-0.02,-0.1427761
23043,6.3972278,-0.02,-0.1427761
23044,6.4471288,-0.02,-0.1427761
23045,6.4970298,-0.02,-0.1427761
23046,6.5469308,-0.02,-0.1427761
23047,6.5968318,-0.02,-0.1427761
23048,6.6467328,-0.02,-0.1427761
23049,6.6966338,-0.02,-0.1427761
23050,6.7465348,-0.02,-0.1427761
23051,6.7964358,-0.02,-0.1427761
23052,6.8463368,-0.02,-0.1427761
23053,6.8962379,-0.02,-0.1427761
23054,6.9461384,-0.02,-0.1427761
23055,6.9960394,-0.02,-0.1427761
23056,7.0459404,-0.02,-0.1427761
23057,7.0958414,-0.02,-0.1427761
23058,7.1457424,-0.02,-0.1427761
23059,7.1956434,-0.02,-0.1427761
23060,7.2455444,-0.02,-0.1427761
23061,7.2954454,-0.02,-0.1427761
23062,7.3453465,-0.02,-0.1427761
23063,7.3952475,-0.02,-0.1427761
23064,7.4451485,-0.02,-0.1427761
23065,7.4950495,-0.02,-0.1427761
23066,7.5449505,-0.02,-0.1427761
23067,7.5948515,-0.02,-0.1427761
23068,7.6447525,-0.02,-0.1427761
23069,7.6946535,-0.02,-0.1427761
23070,7.7445545,-0.02,-0.1427761
23071,7.7944555,-0.02,-0.1427761
23072,7.8443565,-0.02,-0.1427761
23073,7.8942575,-0.02,-0.1427761
23074,7.9441586,-0.02,-0.1427761
23075,7.9940596,-0.02,-0.1427761
23076,8.0439606,-0.02,-0.1427761
23077,8.0938616,-0.02,-0.1427761
23078,8.1437626,-0.02,-0.1427761
23079,8.1936636,-0.02,-0.1427761
23080,8.2435646,-0.02,-0.1427761
23081,8.2934656,-0.02,-0.1427761
23082,8.3433666,-0.02,-0.1427761
23083,8.3932676,-0.02,-0.1427761
23084,8.4431686,-0.02,-0.1427761
23085,8.4930696,-0.02,-0.1427761
23086,8.5429707,-0.02,-0.1427761
23087,8.5928717,-0.02,-0.1427761
23088,8.6427727,-0.02,-0.1427761
23089,8.6926737,-0.02,-0.1427761
23090,8.7425747,-0.02,-0.1427761
23091,8.7924757,-0.02,-0.1427761
23092,8.8423767,-0.02,-0.1427761
23093,8.8922768,-0.02,-0.1427761
23094,8.9421778,-0.02,-0.1427761
23095,8.9920788,-0.02,-0.1427761
23096,9.0419798,-0.02,-0.1427761
23097,9.0918808,-0.02,-0.1427761
23098,9.1417818,-0.02,-0.1427761
23099,9.1916828,-0.02,-0.1427761
23100,9.2415838,-0.02,-0.1427761
23101,9.2914848,-0.02,-0.1427761
23102,9.3413858,-0.02,-0.1427761
23103,9.3912868,-0.02,-0.1427761
23104,9.4411879,-0.02,-0.1427761
23105,9.4910889,-0.02,-0.1427761
23106,9.5409899,-0.02,-0.1427761
23107,9.5908909,-0.02,-0.1427761
23108,9.6407919,-0.02,-0.1427761
23109,9.6906929,-0.02,-0.1427761
23110,9.7405939,-0.02,-0.1427761
23111,9.7904949,-0.02,-0.1427761
23112,9.8403959,-0.02,-0.1427761
23113,9.8902969,-0.02,-0.1427761
23114,9.9401979,-0.02,-0.1427761
23115,9.990099,-0.02,-0.1427761
23116,0.009901,-0.02,-0.1009525
23117,0.059802,-0.02,-0.1009525
23118,0.109703,-0.02,-0.1009525
23119,0.159604,-0.02,-0.1009525
23120,0.2095049,-0.02,-0.1009525
23121,0.2594059,-0.02,-0.1009525
23122,0.3093069,-0.02,-0.1009525
23123,0.3592079,-0.02,-0.1009525
23124,0.4091089,-0.02,-0.1009525
23125,0.4590099,-0.02,-0.1009525
23126,0.5089109,-0.02,-0.1009525
23127,0.5588119,-0.02,-0.1009525
23128,0.6087129,-0.02,-0.1009525
23129,0.6586139,-0.02,-0.1009525
23130,0.7085149,-0.02,-0.1009525
23131,0.7584158,-0.02,-0.1009525
23132,0.8083168,-0.02,-0.1009525
23133,0.8582178,-0.02,-0.1009525
23134,0.9081188,-0.02,-0.1009525
23135,0.9580198,-0.02,-0.1009525
23136,1.0079207,-0.02,-0.1009525
23137,1.0578218,-0.02,-0.1009525
23138,1.1077228,-0.02,-0.1009525
23139,1.1576238,-0.02,-0.1009525
23140,1.2075248,-0.02,-0.1009525
23141,1.2574258,-0.02,-0.1009525
23142,1.3073267,-0.02,-0.1009525
23143,1.3572277,-0.02,-0.1009525
23144,1.4071287,-0.02,-0.1009525
23145,1.4570297,-0.02,-0.1009525
23146,1.5069307,-0.02,-0.1009525
23147,1.5568317,-0.02,-0.1009525
23148,1.6067327,-0.02,-0.1009525
23149,1.6566336,-0.02,-0.1009525
23150,1.7065346,-0.02,-0.1009525
23151,1.7564356,-0.02,-0.1009525
23152,1.8063366,-0.02,-0.1009525
23153,1.8562376,-0.02,-0.1009525
23154,1.9061387,-0.02,-0.1009525
23155,1.9560395,-0.02,-0.1009525
23156,2.0059407,-0.02,-0.1009525
23157,2.0558417,-0.02,-0.1009525
23158,2.1057427,-0.02,-0.1009525
23159,2.1556435,-0.02,-0.1009525
23160,2.2055445,-0.02,-0.1009525
23161,2.2554455,-0.02,-0.1009525
23162,2.3053465,-0.02,-0.1009525
23163,2.3552475,-0.02,-0.1009525
23164,2.4051485,-0.02,-0.1009525
23165,2.4550495,-0.02,-0.1009525
23166,2.5049505,-0.02,-0.1009525
23167,2.5548515,-0.02,-0.1009525
23168,2.6047525,-0.02,-0.1009525
23169,2.6546535,-0.02,-0.1009525
23170,2.7045546,-0.02,-0.1009525
23171,2.7544553,-0.02,-0.1009525
23172,2.8043563,-0.02,-0.1009525
23173,2.8542573,-0.02,-0.1009525
23174,2.9041584,-0.02,-0.1009525
23175,2.9540594,-0.02,-0.1009525
23176,3.0039604,-0.02,-0.1009525
23177,3.0538614,-0.02,-0.1009525
23178,3.1037624,-0.02,-0.1009525
23179,3.1536634,-0.02,-0.1009525
23180,3.2035644,-0.02,-0.1009525
23181,3.2534654,-0.02,-0.1009525
23182,3.3033664,-0.02,-0.1009525
23183,3.3532674,-0.02,-0.1009525
23184,3.4031682,-0.02,-0.1009525
23185,3.4530692,-0.02,-0.1009525
23186,3.5029702,-0.02,-0.1009525
23187,3.5528712,-0.02,-0.1009525
23188,3.6027722,-0.02,-0.1009525
23189,3.6526732,-0.02,-0.1009525
23190,3.7025743,-0.02,-0.1009525
23191,3.7524753,-0.02,-0.1009525
23192,3.8023763,-0.02,-0.1009525
23193,3.8522773,-0.02,-0.1009525
23194,3.9021783,-0.02,-0.1009525
23195,3.9520793,-0.02,-0.1009525
23196,4.0019803,-0.02,-0.1009525
23197,4.0518813,-0.02,-0.1009525
23198,4.1017823,-0.02,-0.1009525
23199,4.1516833,-0.02,-0.1009525
23200,4.2015843,-0.02,-0.1009525
23201,4.2514853,-0.02,-0.1009525
23202,4.3013864,-0.02,-0.1009525
23203,4.3512874,-0.02,-0.1009525
23204,4.4011879,-0.02,-0.1009525
23205,4.4510889,-0.02,-0.1009525
23206,4.5009899,-0.02,-0.1009525
23207,4.5508909,-0.02,-0.1009525
23208,4.6007919,-0.02,-0.1009525
23209,4.6506929,-0.02,-0.1009525
23210,4.7005939,-0.02,-0.1009525
23211,4.750495,-0.02,-0.1009525
23212,4.800396,-0.02,-0.1009525
23213,4.850297,-0.02,-0.1009525
23214,4.900198,-0.02,-0.1009525
23215,4.950099,-0.02,-0.1009525
23216,5.0,-0.02,-0.1009525
23217,5.049901,-0.02,-0.1009525
23218,5.099802,-0.02,-0.1009525
23219,5.149703,-0.02,-0.1009525
23220,5.199604,-0.02,-0.1009525
23221,5.249505,-0.02,-0.1009525
23222,5.2994061,-0.02,-0.1009525
23223,5.3493071,-0.02,-0.1009525
23224,5.3992081,-0.02,-0.1009525
23225,5.4491091,-0.02,-0.1009525
23226,5.4990101,-0.02,-0.1009525
23227,5.5489111,-0.02,-0.1009525
23228,5.5988121,-0.02,-0.1009525
23229,5.6487126,-0.02,-0.1009525
23230,5.6986136,-0.02,-0.1009525
23231,5.7485147,-0.02,-0.1009525
23232,5.7984157,-0.02,-0.1009525
23233,5.8483167,-0.02,-0.1009525
23234,5.8982177,-0.02,-0.1009525
23235,5.9481187,-0.02,-0.1009525
23236,5.9980197,-0.02,-0.1009525
23237,6.0479207,-0.02,-0.1009525
23238,6.0978217,-0.02,-0.1009525
23239,6.1477227,-0.02,-0.1009525
23240,6.1976237,-0.02,-0.1009525
23241,6.2475247,-0.02,-0.1009525
23242,6.2974257,-0.02,-0.1009525
23243,6.3473268,-0.02,-0.1009525
23244,6.3972278,-0.02,-0.1009525
23245,6.4471288,-0.02,-0.1009525
23246,6.4970298,-0.02,-0.1009525
23247,6.5469308,-0.02,-0.1009525
23248,6.5968318,-0.02,-0.1009525
23249,6.6467328,-0.02,-0.1009525
23250,6.6966338,-0.02,-0.1009525
23251,6.7465348,-0.02,-0.1009525
23252,6.7964358,-0.02,-0.1009525
23253,6.8463368,-0.02,-0.1009525
23254,6.8962379,-0.02,-0.1009525
23255,6.9461384,-0.02,-0.1009525
23256,6.9960394,-0.02,-0.1009525
23257,7.0459404,-0.02,-0.1009525
23258,7.0958414,-0.02,-0.1009525
23259,7.1457424,-0.02,-0.1009525
23260,7.1956434,-0.02,-0.1009525
23261,7.2455444,-0.02,-0.1009525
23262,7.2954454,-0.02,-0.1009525
23263,7.3453465,-0.02,-0.1009525
23264,7.3952475,-0.02,-0.1009525
23265,7.4451485,-0.02,-0.1009525
23266,7.4950495,-0.02,-0.1009525
23267,7.5449505,-0.02,-0.1009525
23268,7.5948515,-0.02,-0.1009525
23269,7.6447525,-0.02,-0.1009525
23270,7.6946535,-0.02,-0.1009525
23271,7.7445545,-0.02,-0.1009525
23272,7.7944555,-0.02,-0.1009525
23273,7.8443565,-0.02,-0.1009525
23274,7.8942575,-0.02,-0.1009525
23275,7.9441586,-0.02,-0.1009525
23276,7.9940596,-0.02,-0.1009525
23277,8.0439606,-0.02,-0.1009525
23278,8.0938616,-0.02,-0.1009525
23279,8.1437626,-0.02,-0.1009525
23280,8.1936636,-0.02,-0.1009525
23281,8.2435646,-0.02,-0.1009525
23282,8.2934656,-0.02,-0.1009525
23283,8.3433666,-0.02,-0.1009525
23284,8.3932676,-0.02,-0.1009525
23285,8.4431686,-0.02,-0.1009525
23286,8.4930696,-0.02,-0.1009525
23287,8.5429707,-0.02,-0.1009525
23288,8.5928717,-0.02,-0.1009525
23289,8.6427727,-0.02,-0.1009525
23290,8.6926737,-0.02,-0.1009525
23291,8.7425747,-0.02,-0.1009525
23292,8.7924757,-0.02,-0.1009525
23293,8.8423767,-0.02,-0.1009525
23294,8.8922768,-0.02,-0.1009525
23295,8.9421778,-0.02,-0.1009525
23296,8.9920788,-0.02,-0.1009525
23297,9.0419798,-0.02,-0.1009525
23298,9.0918808,-0.02,-0.1009525
23299,9.1417818,-0.02,-0.1009525
23300,9.1916828,-0.02,-0.1009525
23301,9.2415838,-0.02,-0.1009525
23302,9.2914848,-0.02,-0.1009525
23303,9.3413858,-0.02,-0.1009525
23304,9.3912868,-0.02,-0.1009525
23305,9.4411879,-0.02,-0.1009525
23306,9.4910889,-0.02,-0.1009525
23307,9.5409899,-0.02,-0.1009525
23308,9.5908909,-0.02,-0.1009525
23309,9.6407919,-0.02,-0.1009525
23310,9.6906929,-0.02,-0.1009525
23311,9.7405939,-0.02,-0.1009525
23312,9.7904949,-0.02,-0.1009525
23313,9.8403959,-0.02,-0.1009525
23314,9.8902969,-0.02,-0.1009525
23315,9.9401979,-0.02,-0.1009525
23316,9.990099,-0.02,-0.1009525
23317,0.009901,-0.02,-0.0635136
23318,0.059802,-0.02,-0.0635136
23319,0.109703,-0.02,-0.0635136
23320,0.159604,-0.02,-0.0635136
23321,0.2095049,-0.02,-0.0635136
23322,0.2594059,-0.02,-0.0635136
23323,0.3093069,-0.02,-0.0635136
23324,0.3592079,-0.02,-0.0635136
23325,0.4091089,-0.02,-0.0635136
23326,0.4590099,-0.02,-0.0635136
23327,0.5089109,-0.02,-0.0635136
23328,0.5588119,-0.02,-0.0635136
23329,0.6087129,-0.02,-0.0635136
23330,0.6586139,-0.02,-0.0635136
23331,0.7085149,-0.02,-0.0635136
23332,0.7584158,-0.02,-0.0635136
23333,0.8083168,-0.02,-0.0635136
23334,0.8582178,-0.02,-0.0635136
23335,0.9081188,-0.02,-0.0635136
23336,0.9580198,-0.02,-0.0635136
23337,1.0079207,-0.02,-0.0635136
23338,1.0578218,-0.02,-0.0635136
23339,1.1077228,-0.02,-0.0635136
23340,1.1576238,-0.02,-0.0635136
23341,1.2075248,-0.02,-0.0635136
23342,1.2574258,-0.02,-0.0635136
23343,1.3073267,-0.02,-0.0635136
23344,1.3572277,-0.02,-0.0635136
23345,1.4071287,-0.02,-0.0635136
23346,1.4570297,-0.02,-0.0635136
23347,1.5069307,-0.02,-0.0635136
23348,1.5568317,-0.02,-0.0635136
23349,1.6067327,-0.02,-0.0635136
23350,1.6566336,-0.02,-0.0635136
23351,1.7065346,-0.02,-0.0635136
23352,1.7564356,-0.02,-0.0635136
23353,1.8063366,-0.02,-0.0635136
23354,1.8562376,-0.02,-0.0635136
23355,1.9061387,-0.02,-0.0635136
23356,1.9560395,-0.02,-0.0635136
23357,2.0059407,-0.02,-0.0635136
23358,2.0558417,-0.02,-0.0635136
23359,2.1057427,-0.02,-0.0635136
23360,2.1556435,-0.02,-0.0635136
23361,2.2055445,-0.02,-0.0635136
23362,2.2554455,-0.02,-0.0635136
23363,2.3053465,-0.02,-0.0635136
23364,2.3552475,-0.02,-0.0635136
23365,2.4051485,-0.02,-0.0635136
23366,2.4550495,-0.02,-0.0635136
23367,2.5049505,-0.02,-0.0635136
23368,2.5548515,-0.02,-0.0635136
23369,2.6047525,-0.02,-0.0635136
23370,2.6546535,-0.02,-0.0635136
23371,2.7045546,-0.02,-0.0635136
23372,2.7544553,-0.02,-0.0635136
23373,2.8043563,-0.02,-0.0635136
23374,2.8542573,-0.02,-0.0635136
23375,2.9041584,-0.02,-0.0635136
23376,2.9540594,-0.02,-0.0635136
23377,3.0039604,-0.02,-0.0635136
23378,3.0538614,-0.02,-0.0635136
23379,3.1037624,-0.02,-0.0635136
23380,3.1536634,-0.02,-0.0635136
23381,3.2035644,-0.02,-0.0635136
23382,3.2534654,-0.02,-0.0635136
23383,3.3033664,-0.02,-0.0635136
23384,3.3532674,-0.02,-0.0635136
23385,3.4031682,-0.02,-0.0635136
23386,3.4530692,-0.02,-0.0635136
23387,3.5029702,-0.02,-0.0635136
23388,3.5528712,-0.02,-0.0635136
23389,3.6027722,-0.02,-0.0635136
23390,3.6526732,-0.02,-0.0635136
23391,3.7025743,-0.02,-0.0635136
23392,3.7524753,-0.02,-0.0635136
23393,3.8023763,-0.02,-0.0635136
23394,3.8522773,-0.02,-0.0635136
23395,3.9021783,-0.02,-0.0635136
23396,3.9520793,-0.02,-0.0635136
23397,4.0019803,-0.02,-0.0635136
23398,4.0518813,-0.02,-0.0635136
23399,4.1017823,-0.02,-0.0635136
23400,4.1516833,-0.02,-0.0635136
23401,4.2015843,-0.02,-0.0635136
23402,4.2514853,-0.02,-0.0635136
23403,4.3013864,-0.02,-0.0635136
23404,4.3512874,-0.02,-0.0635136
23405,4.4011879,-0.02,-0.0635136
23406,4.4510889,-0.02,-0.0635136
23407,4.5009899,-0.02,-0.0635136
23408,4.5508909,-0.02,-0.0635136
23409,4.6007919,-0.02,-0.0635136
23410,4.6506929,-0.02,-0.0635136
23411,4.7005939,-0.02,-0.0635136
23412,4.750495,-0.02,-0.0635136
23413,4.800396,-0.02,-0.0635136
23414,4.850297,-0.02,-0.0635136
23415,4.900198,-0.02,-0.0635136
23416,4.950099,-0.02,-0.0635136
23417,5.0,-0.02,-0.0635136
23418,5.049901,-0.02,-0.0635136
23419,5.099802,-0.02,-0.0635136
23420,5.149703,-0.02,-0.0635136
23421,5.199604,-0.02,-0.0635136
23422,5.249505,-0.02,-0.0635136
23423,5.2994061,-0.02,-0.0635136
23424,5.3493071,-0.02,-0.0635136
23425,5.3992081,-0.02,-0.0635136
23426,5.4491091,-0.02,-0.0635136
23427,5.4990101,-0.02,-0.0635136
23428,5.5489111,-0.02,-0.0635136
23429,5.5988121,-0.02,-0.0635136
23430,5.6487126,-0.02,-0.0635136
23431,5.6986136,-0.02,-0.0635136
23432,5.7485147,-0.02,-0.0635136
23433,5.7984157,-0.02,-0.0635136
23434,5.8483167,-0.02,-0.0635136
23435,5.8982177,-0.02,-0.0635136
23436,5.9481187,-0.02,-0.0635136
23437,5.9980197,-0.02,-0.0635136
23438,6.0479207,-0.02,-0.0635136
23439,6.0978217,-0.02,-0.0635136
23440,6.1477227,-0.02,-0.0635136
23441,6.1976237,-0.02,-0.0635136
23442,6.2475247,-0.02,-0.0635136
23443,6.2974257,-0.02,-0.0635136
23444,6.3473268,-0.02,-0.0635136
23445,6.3972278,-0.02,-0.0635136
23446,6.4471288,-0.02,-0.0635136
23447,6.4970298,-0.02,-0.0635136
23448,6.5469308,-0.02,-0.0635136
23449,6.5968318,-0.02,-0.0635136
23450,6.6467328,-0.02,-0.0635136
23451,6.6966338,-0.02,-0.0635136
23452,6.7465348,-0.02,-0.0635136
23453,6.7964358,-0.02,-0.0635136
23454,6.8463368,-0.02,-0.0635136
23455,6.8962379,-0.02,-0.0635136
23456,6.9461384,-0.02,-0.0635136
23457,6.9960394,-0.02,-0.0635136
23458,7.0459404,-0.02,-0.0635136
23459,7.0958414,-0.02,-0.0635136
23460,7.1457424,-0.02,-0.0635136
23461,7.1956434,-0.02,-0.0635136
23462,7.2455444,-0.02,-0.0635136
23463,7.2954454,-0.02,-0.0635136
23464,7.3453465,-0.02,-0.0635136
23465,7.3952475,-0.02,-0.0635136
23466,7.4451485,-0.02,-0.0635136
23467,7.4950495,-0.02,-0.0635136
23468,7.5449505,-0.02,-0.0635136
23469,7.5948515,-0.02,-0.0635136
23470,7.6447525,-0.02,-0.0635136
23471,7.6946535,-0.02,-0.0635136
23472,7.7445545,-0.02,-0.0635136
23473,7.7944555,-0.02,-0.0635136
23474,7.8443565,-0.02,-0.0635136
23475,7.8942575,-0.02,-0.0635136
23476,7.9441586,-0.02,-0.0635136
23477,7.9940596,-0.02,-0.0635136
23478,8.0439606,-0.02,-0.0635136
23479,8.0938616,-0.02,-0.0635136
23480,8.1437626,-0.02,-0.0635136
23481,8.1936636,-0.02,-0.0635136
23482,8.2435646,-0.02,-0.0635136
23483,8.2934656,-0.02,-0.0635136
23484,8.3433666,-0.02,-0.0635136
23485,8.3932676,-0.02,-0.0635136
23486,8.4431686,-0.02,-0.0635136
23487,8.4930696,-0.02,-0.0635136
23488,8.5429707,-0.02,-0.0635136
23489,8.5928717,-0.02,-0.0635136
23490,8.6427727,-0.02,-0.0635136
23491,8.6926737,-0.02,-0.0635136
23492,8.7425747,-0.02,-0.0635136
23493,8.7924757,-0.02,-0.0635136
23494,8.8423767,-0.02,-0.0635136
23495,8.8922768,-0.02,-0.0635136
23496,8.9421778,-0.02,-0.0635136
23497,8.9920788,-0.02,-0.0635136
23498,9.0419798,-0.02,-0.0635136
23499,9.0918808,-0.02,-0.0635136
23500,9.1417818,-0.02,-0.0635136
23501,9.1916828,-0.02,-0.0635136
23502,9.2415838,-0.02,-0.0635136
23503,9.2914848,-0.02,-0.0635136
23504,9.3413858,-0.02,-0.0635136
23505,9.3912868,-0.02,-0.0635136
23506,9.4411879,-0.02,-0.0635136
23507,9.4910889,-0.02,-0.0635136
23508,9.5409899,-0.02,-0.0635136
23509,9.5908909,-0.02,-0.0635136
23510,9.6407919,-0.02,-0.0635136
23511,9.6906929,-0.02,-0.0635136
23512,9.7405939,-0.02,-0.0635136
23513,9.7904949,-0.02,-0.0635136
23514,9.8403959,-0.02,-0.0635136
23515,9.8902969,-0.02,-0.0635136
23516,9.9401979,-0.02,-0.0635136
